flightNumber,planeRows,planeColumns,totalPassengers,luggagePercentage,doubleExit,passengerID,seatLocation,speedQueue,speedExiting,hasLuggage,luggageLocation,luggagePickupTime
F52E0442F,20,4,80,75,false,50828801-e302-40fe-88bf-a6573a5edb27,14_3,4,2,false,,
F52E0442F,20,4,80,75,false,d42899c9-2cc5-4bd3-924c-307af8d7ba75,14_4,3,2,true,14_4,5
F52E0442F,20,4,80,75,false,2d32e593-5b2c-43da-a9ac-c68f953c2783,15_1,4,4,true,15_1,5
F52E0442F,20,4,80,75,false,af1bab65-6ec6-48f6-86dc-4563effc269f,15_2,1,4,true,15_2,4
F52E0442F,20,4,80,75,false,8f03af67-cb90-4de4-a06e-aac3a5ffa2ae,15_3,4,2,false,,
F52E0442F,20,4,80,75,false,6ce1fadf-087f-48d4-a114-f8156e9b6d1b,15_4,1,2,true,15_4,3
F52E0442F,20,4,80,75,false,90afc9e2-378d-4f2f-81d1-a088bf3755de,16_1,3,2,true,16_1,4
F52E0442F,20,4,80,75,false,769d5f46-166f-40ba-a06d-90d482c316ba,16_2,4,2,true,16_2,2
F52E0442F,20,4,80,75,false,a44ee1c3-00dc-4440-bea5-f99c6b38724e,16_3,4,2,false,,
F52E0442F,20,4,80,75,false,3773e38f-bee9-4250-84a1-5e617d3eeaf1,16_4,4,4,true,16_4,4
F52E0442F,20,4,80,75,false,ac4133fc-4d61-4203-afb1-c59460b900d6,17_1,3,3,true,17_1,3
F52E0442F,20,4,80,75,false,7caf803f-96ff-466f-aedd-6011b04523d8,17_2,2,3,true,17_2,2
F52E0442F,20,4,80,75,false,395f9066-a28a-40af-9e18-d9e70e1fb223,17_3,4,4,true,17_3,3
F52E0442F,20,4,80,75,false,253d7b82-a82f-4a6c-9a4c-57249c234edd,17_4,4,3,false,,
F52E0442F,20,4,80,75,false,38bec806-ecb2-4355-ba51-4fb3095fe76b,18_1,1,2,true,18_1,2
F52E0442F,20,4,80,75,false,537f92bb-74c5-489d-ae64-cb994be40e3c,18_2,4,3,true,18_2,3
F52E0442F,20,4,80,75,false,7033c1f9-23e8-4ac3-a2fa-649894198dc7,18_3,1,4,true,18_3,3
F52E0442F,20,4,80,75,false,c53bf1da-46e9-40e2-ba41-0ebf1c4c6c2c,18_4,1,2,false,,
F52E0442F,20,4,80,75,false,0344f49b-9c82-4105-9bed-0be19fe397ac,19_1,2,3,false,,
F52E0442F,20,4,80,75,false,5ca63f88-00e0-43f9-a371-28c8d2ba7cb3,19_2,3,4,false,,
F52E0442F,20,4,80,75,false,6b0a01f4-7d45-4e7c-af60-95d6957dff32,19_3,1,3,true,19_3,4
F52E0442F,20,4,80,75,false,24f9d83c-530c-42e4-a85a-0e15ce395797,19_4,4,4,true,20_4,2
F52E0442F,20,4,80,75,false,7a155372-158f-4eba-8121-6103a837c66a,20_1,2,3,true,20_1,2
F52E0442F,20,4,80,75,false,11e8d44f-6987-43cb-bb06-ef263d3dcae1,20_2,3,4,false,,
F52E0442F,20,4,80,75,false,2a52d4e1-5a0e-43b4-8d65-3bd6c719fc98,20_3,2,2,false,,
F52E0442F,20,4,80,75,false,64a55e63-785f-44de-b88d-25c19a4f01b8,20_4,2,2,true,20_4,2
FEFD4D45C,20,4,80,75,false,75eb0d59-e74f-4035-8f29-2c96a87265c8,1_1,2,3,true,1_1,5
FEFD4D45C,20,4,80,75,false,f4c9c688-9bf8-4c5f-99e8-4aecf4f2e4f2,1_2,4,3,true,1_2,3
FEFD4D45C,20,4,80,75,false,0890044e-80cc-49f9-9a42-eb103068d65c,1_3,4,4,true,1_3,2
FEFD4D45C,20,4,80,75,false,e275e13e-c04d-4321-97f3-a09638d509e6,1_4,3,3,false,,
FEFD4D45C,20,4,80,75,false,68f1c07b-d5ec-4dc0-bfb4-007b1d83f5eb,2_1,1,3,true,2_1,3
FEFD4D45C,20,4,80,75,false,fbc3548b-7fcb-45c1-aad1-2cb0a3ca246b,2_2,1,3,true,2_2,4
FEFD4D45C,20,4,80,75,false,83d329f7-acbd-4e50-8882-716c27609889,2_3,2,2,true,1_3,5
FEFD4D45C,20,4,80,75,false,1e30ee6a-07f6-4b9f-9846-b2035f72b772,2_4,4,4,true,2_4,3
FEFD4D45C,20,4,80,75,false,55893ca9-801b-410d-a95e-69e4908f02b3,3_1,2,3,true,3_1,4
FEFD4D45C,20,4,80,75,false,23349249-c31f-4b7c-92f2-720c36ba2b6a,3_2,1,2,false,,
FEFD4D45C,20,4,80,75,false,89cb24a2-e6fc-4b69-83a0-b0dbafff0a4c,3_3,1,3,true,3_3,3
FEFD4D45C,20,4,80,75,false,f865357c-ef73-45fc-8118-134cde34272b,3_4,4,4,true,3_4,3
FEFD4D45C,20,4,80,75,false,57bf0f4b-75de-4c89-a75e-0b0760a11b1a,4_1,2,4,true,4_1,5
FEFD4D45C,20,4,80,75,false,9dd5878f-0841-45e5-b7c1-d95dc8adea92,4_2,2,2,true,4_2,4
FEFD4D45C,20,4,80,75,false,a0e14141-164f-491b-9557-e9c9b6dd1cd6,4_3,2,4,true,4_3,3
FEFD4D45C,20,4,80,75,false,c1eebc65-baec-49fd-b843-6e857d127e0e,4_4,1,2,true,4_4,2
FEFD4D45C,20,4,80,75,false,eba2ab80-4aa5-4120-8dab-a95e99c7ad37,5_1,1,2,true,5_1,3
FEFD4D45C,20,4,80,75,false,4f328016-b52a-4cdc-be39-c888f4190014,5_2,1,3,false,,
FEFD4D45C,20,4,80,75,false,de3a1a65-4876-4ce3-9e33-1dd8e6616854,5_3,3,4,true,5_3,4
FEFD4D45C,20,4,80,75,false,e64861e4-f39e-4402-9c4d-68a9d8127fd1,5_4,2,3,false,,
FEFD4D45C,20,4,80,75,false,17bcdd7f-8907-4db6-b254-8a21574e2122,6_1,1,2,true,6_1,2
FEFD4D45C,20,4,80,75,false,79011e72-813d-4174-9012-14cdaaa4d709,6_2,2,4,true,6_2,2
FEFD4D45C,20,4,80,75,false,30b7437f-f8c5-463b-8235-b33427b3022d,6_3,1,3,true,6_3,2
FEFD4D45C,20,4,80,75,false,7f528a10-8ab9-4082-a520-d6d035ff39c6,6_4,2,3,true,7_4,2
FEFD4D45C,20,4,80,75,false,69b876f8-a935-48ee-b083-7028dcda5771,7_1,4,2,true,7_2,5
FEFD4D45C,20,4,80,75,false,cbe0cc22-801e-4c55-80d4-3bfb6a94fbb8,7_2,3,4,false,,
FEFD4D45C,20,4,80,75,false,bde44b1d-e4a9-429c-803e-dfb7e7698786,7_3,2,3,false,,
FEFD4D45C,20,4,80,75,false,a5d540ec-f255-44ee-ac44-3abced224e1c,7_4,4,2,true,7_4,5
FEFD4D45C,20,4,80,75,false,2c89fc82-7455-4379-a57a-758e1897b2bc,8_1,1,4,false,,
FEFD4D45C,20,4,80,75,false,75de5c0a-50fb-481d-9820-e95a5814823c,8_2,3,4,true,8_2,3
FEFD4D45C,20,4,80,75,false,216d8d3f-1df5-445a-a8be-61506a2f5fe8,8_3,4,3,true,8_3,2
FEFD4D45C,20,4,80,75,false,6cb673bf-6a2b-4dfc-80b6-a9c6e6a629ac,8_4,2,4,true,8_4,5
FEFD4D45C,20,4,80,75,false,b2968b87-ae9a-45c1-856e-370dac3bda3c,9_1,4,3,false,,
FEFD4D45C,20,4,80,75,false,824ba780-1e8b-4c09-b77d-3ff3fa284dc7,9_2,2,2,false,,
FEFD4D45C,20,4,80,75,false,4ae4d51e-0850-44a6-81e3-b2b5dfb378e1,9_3,1,4,true,9_3,4
FEFD4D45C,20,4,80,75,false,b0efb549-7bb2-4d06-bfb1-fac469d63ddc,9_4,4,4,false,,
FEFD4D45C,20,4,80,75,false,d13a2f8a-bd81-46d2-b1eb-cdd16cdfa9b8,10_1,2,2,true,10_1,4
FEFD4D45C,20,4,80,75,false,63038af0-d4ce-4878-aa91-c9051f6eb39d,10_2,2,2,false,,
FEFD4D45C,20,4,80,75,false,09fee194-0877-4bcc-a90f-2f91c332d31c,10_3,1,4,true,10_3,4
FEFD4D45C,20,4,80,75,false,d70d6f7b-e6ec-4b06-a58a-8c2b678dee21,10_4,2,3,true,10_4,4
FEFD4D45C,20,4,80,75,false,0f3a7775-bbe7-4215-a194-0472c74f239f,11_1,4,3,false,,
FEFD4D45C,20,4,80,75,false,de2b8f5c-5fb9-4e89-a735-eec7176ce00c,11_2,1,4,true,11_2,3
FEFD4D45C,20,4,80,75,false,9b75cb62-09e7-457b-9896-5070443741cd,11_3,3,2,true,11_3,2
FEFD4D45C,20,4,80,75,false,97cf18f2-5e8e-4225-aae4-79f1516dc5c4,11_4,1,2,true,11_4,2
FEFD4D45C,20,4,80,75,false,40232a65-5d25-407c-8a63-8ee9efad4a38,12_1,3,4,true,12_1,5
FEFD4D45C,20,4,80,75,false,4bc78f7e-30c9-4025-88e5-6aca7ac1ac4a,12_2,3,2,true,12_2,4
FEFD4D45C,20,4,80,75,false,122b0d94-5c8c-4fc8-8082-1b18ee8315ed,12_3,4,3,false,,
FEFD4D45C,20,4,80,75,false,648f8fba-8fa6-4422-b5e4-a8f06e827f69,12_4,4,2,true,12_4,5
FEFD4D45C,20,4,80,75,false,52fde6a2-ac62-4565-814e-2e4d9ba78ebb,13_1,1,4,true,13_2,5
FEFD4D45C,20,4,80,75,false,aa4bcc08-9be6-4b2a-b82f-ca9f08b72526,13_2,4,4,true,13_2,5
FEFD4D45C,20,4,80,75,false,ce68f708-2dc1-46a1-86ec-26e51c3a580e,13_3,4,3,true,13_3,2
FEFD4D45C,20,4,80,75,false,72aad49b-b537-43ea-995d-193fa1d9b667,13_4,4,3,true,13_4,4
FEFD4D45C,20,4,80,75,false,cd4d7561-19e4-4a96-ab69-a065cda3be78,14_1,4,2,true,14_2,4
FEFD4D45C,20,4,80,75,false,5f2f7d37-2df9-4a7e-a735-bf0dfb86fec1,14_2,4,2,false,,
FEFD4D45C,20,4,80,75,false,e8f4da3a-6f04-48e0-bee9-60e945a92956,14_3,2,3,true,14_3,4
FEFD4D45C,20,4,80,75,false,d433cd91-a95b-46f9-bd74-06787f82a923,14_4,1,4,true,14_4,4
FEFD4D45C,20,4,80,75,false,27d03b20-90ff-4870-bfe1-91cff95e5b62,15_1,3,3,true,15_1,3
FEFD4D45C,20,4,80,75,false,2eb39108-6605-4be0-8a2b-f166e030cf15,15_2,4,2,false,,
FEFD4D45C,20,4,80,75,false,9b8334d2-e388-48a5-a3cc-ae9457a1b9fa,15_3,4,3,true,15_3,3
FEFD4D45C,20,4,80,75,false,1dcfb1cf-1f39-47eb-ab08-14f2e5d4d9fa,15_4,3,3,true,15_4,4
FEFD4D45C,20,4,80,75,false,dc003b86-b3fc-4764-b391-ed245aaa0277,16_1,4,3,true,16_1,3
FEFD4D45C,20,4,80,75,false,3d3d01a5-5ff9-4333-adc8-ae889dc2ccf6,16_2,4,3,false,,
FEFD4D45C,20,4,80,75,false,90e5f900-3c0a-4786-9237-d647ca9ea9f1,16_3,2,3,false,,
FEFD4D45C,20,4,80,75,false,a50751b5-af68-4b14-9f50-a04834f185e6,16_4,3,2,false,,
FEFD4D45C,20,4,80,75,false,7abd4e78-52dd-44a9-bbdb-11e0364d3454,17_1,1,4,true,17_1,5
FEFD4D45C,20,4,80,75,false,265efa6c-b8c6-4ab6-a54e-ed823a4a3211,17_2,3,4,true,17_2,3
FEFD4D45C,20,4,80,75,false,cf879d94-d300-437c-b486-fb8137308647,17_3,4,4,true,17_3,4
FEFD4D45C,20,4,80,75,false,288032a7-7256-477c-8b0f-4eab87130867,17_4,3,2,false,,
FEFD4D45C,20,4,80,75,false,1847a492-525d-4488-a2c6-d6096b7d493c,18_1,4,2,true,18_1,5
FEFD4D45C,20,4,80,75,false,b1746c08-f920-4a53-bd8a-941848925541,18_2,2,3,true,18_2,2
FEFD4D45C,20,4,80,75,false,e20099dd-d0ce-4594-8cd4-58ba7b83910f,18_3,2,3,true,18_3,5
FEFD4D45C,20,4,80,75,false,0359644b-0b33-4d56-b0d5-0343f0404911,18_4,1,2,true,18_3,2
FEFD4D45C,20,4,80,75,false,028f3b95-9fd2-4ba8-a038-eb5da8b334b4,19_1,4,3,true,19_1,2
FEFD4D45C,20,4,80,75,false,311a4bf0-1d68-4fed-819c-58f8c8747123,19_2,2,2,true,19_2,2
FEFD4D45C,20,4,80,75,false,cea9c8d5-f65d-4f65-be1f-b0c440e24d48,19_3,2,4,true,18_3,5
FEFD4D45C,20,4,80,75,false,150ab6bd-0ed2-4d27-b51e-fe1c0ab61686,19_4,2,4,true,20_4,4
FEFD4D45C,20,4,80,75,false,23c92fd9-94e8-4a7c-b466-836d7b60193f,20_1,2,3,true,20_1,2
FEFD4D45C,20,4,80,75,false,56b206bc-54d8-4b87-92ca-245a2bdbe39f,20_2,2,3,false,,
FEFD4D45C,20,4,80,75,false,2044e610-9c8f-4228-ae28-02ceb6756635,20_3,2,3,true,20_3,5
FEFD4D45C,20,4,80,75,false,0c552432-455c-471d-8b7a-8e0bd2d52910,20_4,3,2,true,20_4,3
FEC1662E2,20,4,80,75,false,ee8bfbef-6db3-4473-add3-2a98f5b68762,1_1,3,3,true,1_1,5
FEC1662E2,20,4,80,75,false,415e650e-3b5f-42f9-8421-d26d36146ae3,1_2,1,2,true,1_2,4
FEC1662E2,20,4,80,75,false,e0b0b679-0a24-493f-8f73-60d3d444ac71,1_3,2,4,true,1_3,2
FEC1662E2,20,4,80,75,false,afd280ca-a2db-44cc-8182-8d805c60820a,1_4,2,4,true,1_4,5
FEC1662E2,20,4,80,75,false,858980c3-f11d-425a-bd7d-5fd46ea8951d,2_1,2,3,true,2_1,4
FEC1662E2,20,4,80,75,false,cfdcf91a-bff0-4ee7-a47e-a9fa9dadbf43,2_2,3,2,false,,
FEC1662E2,20,4,80,75,false,f834ed5b-fbb1-4429-b088-c82414a58014,2_3,3,4,true,2_3,4
FEC1662E2,20,4,80,75,false,f16989d0-22f1-49fb-aed9-f44ed2aa27e1,2_4,4,4,true,2_4,5
FEC1662E2,20,4,80,75,false,7034de38-fc51-4de6-913b-4ad18527836f,3_1,1,2,false,,
FEC1662E2,20,4,80,75,false,e8b227dc-3e17-426a-870b-c19cc31d7fbf,3_2,4,2,true,3_2,5
FEC1662E2,20,4,80,75,false,e6bc46eb-b0e0-4d0a-b7bb-e46f90989c15,3_3,3,2,true,3_3,4
FEC1662E2,20,4,80,75,false,57b62ad6-2874-4679-8c2e-93a53ab916b2,3_4,2,2,false,,
FEC1662E2,20,4,80,75,false,ebd84d8f-b409-4937-9520-c55eae95cbb0,4_1,1,3,false,,
FEC1662E2,20,4,80,75,false,14723f61-7ef4-4d81-bf0b-6dc0fd52218d,4_2,1,4,false,,
FEC1662E2,20,4,80,75,false,d449fd23-3d33-4c03-94b8-ac585419e580,4_3,1,4,true,4_3,4
FEC1662E2,20,4,80,75,false,572be0c9-5a2e-4b5d-8818-cd03f47924bf,4_4,4,2,true,4_4,2
FEC1662E2,20,4,80,75,false,f168864f-73c3-4948-bcac-0a2236411d00,5_1,4,4,true,5_1,5
FEC1662E2,20,4,80,75,false,4100c7cf-2fda-4b4c-89ca-639bb0e073e0,5_2,3,3,true,5_3,5
FEC1662E2,20,4,80,75,false,d00ad713-d2d5-40c1-ae10-a1a12325bea7,5_3,3,2,true,5_3,4
FEC1662E2,20,4,80,75,false,814a765e-e12c-4d86-b76e-379690cea6ec,5_4,3,3,true,5_4,4
FEC1662E2,20,4,80,75,false,37202b09-2337-41de-90ed-4e024682ef50,6_1,4,4,false,,
FEC1662E2,20,4,80,75,false,b5d10f71-9e12-4906-9aa2-2c6d881eb787,6_2,4,2,true,6_2,3
FEC1662E2,20,4,80,75,false,285d3f41-6b59-4ba5-9e1a-e22332d31c7a,6_3,4,4,false,,
FEC1662E2,20,4,80,75,false,a59d9a1c-08ec-4e93-b17c-7702851780c8,6_4,3,2,true,6_4,2
FEC1662E2,20,4,80,75,false,24d00c71-c7b3-4f27-ab10-80fb09efda85,7_1,1,4,true,7_1,5
FEC1662E2,20,4,80,75,false,4ca6ae1a-0597-47dd-8156-ea7909eaae8d,7_2,1,2,true,7_1,2
FEC1662E2,20,4,80,75,false,8b1ce985-557d-4871-aa45-f4d3081430f1,7_3,1,3,true,7_3,5
FEC1662E2,20,4,80,75,false,c358a67b-ffae-4fe9-a926-2337c1ffe381,7_4,3,2,true,7_4,2
FEC1662E2,20,4,80,75,false,8a1ec112-6f78-43e1-bcda-17851c41f94d,8_1,3,2,false,,
FEC1662E2,20,4,80,75,false,0b27ce9a-8983-4e22-9fcf-9691ca4a4ca7,8_2,2,3,false,,
FEC1662E2,20,4,80,75,false,64f9da55-15b8-4fbf-9d54-4770b4e10e21,8_3,2,3,true,8_3,3
FEC1662E2,20,4,80,75,false,63bd8379-8224-4504-933e-542701a01230,8_4,1,4,true,8_4,3
FEC1662E2,20,4,80,75,false,b001c73a-9140-4132-a3df-7fe7e19a86fb,9_1,1,3,false,,
FEC1662E2,20,4,80,75,false,791b2cf1-902d-4f98-b6a9-8302f74afd1a,9_2,2,3,false,,
FEC1662E2,20,4,80,75,false,a057f293-0743-4d9e-ba0d-0aa19af2aee7,9_3,1,4,true,9_3,4
FEC1662E2,20,4,80,75,false,19b082b1-484d-4206-951e-8a82ce58652b,9_4,2,4,true,9_4,5
FEC1662E2,20,4,80,75,false,2d9d60c9-78ed-4dc5-94e9-ac43472b57b7,10_1,3,2,false,,
FEC1662E2,20,4,80,75,false,05c149b0-08e7-464e-90ab-b5d2ef11392e,10_2,2,3,true,10_2,5
FEC1662E2,20,4,80,75,false,bc34e09a-9d00-424e-8ac2-c26a5a38f0da,10_3,3,2,true,10_3,3
FEC1662E2,20,4,80,75,false,85324138-d527-4d50-8b08-8bd3ee94b44c,10_4,2,3,true,10_4,2
FEC1662E2,20,4,80,75,false,08333ac6-a2ce-4234-9b31-925647440589,11_1,2,3,true,12_1,4
FEC1662E2,20,4,80,75,false,7194e1f0-a18c-4c30-a332-dd89e67b8f5b,11_2,1,3,false,,
FEC1662E2,20,4,80,75,false,5eb72f73-ffb5-4029-935d-b0ffe1f6222a,11_3,4,3,true,11_2,3
FEC1662E2,20,4,80,75,false,d62d9304-511c-47ab-aa21-0d1bdaa1f05a,11_4,4,4,true,11_4,5
FEC1662E2,20,4,80,75,false,bfad9a67-aa08-4a29-ac82-ccf1233043f5,12_1,3,2,false,,
FEC1662E2,20,4,80,75,false,54782351-2af6-48c6-ac5a-f66aa2d7d6e0,12_2,1,4,true,12_2,4
FEC1662E2,20,4,80,75,false,7f0ddd68-35b6-4a36-b222-70f6b5e165a8,12_3,2,2,true,12_3,3
FEC1662E2,20,4,80,75,false,fc6f5d20-0128-44cf-947e-e41177648034,12_4,4,2,true,12_4,2
FEC1662E2,20,4,80,75,false,6447b0c3-3603-4e96-bdfd-dd4854dd9b36,13_1,4,2,true,13_1,3
FEC1662E2,20,4,80,75,false,56d0881f-3aef-414f-8dc7-daa03246c544,13_2,2,3,true,13_2,2
FEC1662E2,20,4,80,75,false,76e67e09-0848-49cb-8405-5a2fc7b0df69,13_3,1,4,true,13_3,2
FEC1662E2,20,4,80,75,false,1b33bd9d-5d8c-4581-ae28-61d5650d353e,13_4,4,2,true,13_4,5
FEC1662E2,20,4,80,75,false,18591bfc-fc33-4037-acfe-255c9ecc23d6,14_1,3,3,false,,
FEC1662E2,20,4,80,75,false,aef9e9a8-b7a3-47f2-b9dc-c4d0741ea89e,14_2,2,3,true,14_2,2
FEC1662E2,20,4,80,75,false,209d40c0-e7de-40ae-866a-f0b3cda4d64d,14_3,3,4,true,15_3,2
FEC1662E2,20,4,80,75,false,3e4f3ed0-ae39-4dee-8f3f-7a1d1fea9119,14_4,3,2,true,14_4,4
FEC1662E2,20,4,80,75,false,e9ecedb0-4b9b-47ee-b847-9ef19ea2be73,15_1,3,4,true,15_1,2
FEC1662E2,20,4,80,75,false,8c9985d7-d096-48b5-b6d7-8174f84c2b05,15_2,3,3,true,15_2,4
FEC1662E2,20,4,80,75,false,c84e3e4e-6d53-4118-9fef-3e183f3edc11,15_3,4,4,true,15_3,3
FEC1662E2,20,4,80,75,false,522bf3c0-66e8-44ac-9152-dbe967a403ff,15_4,1,3,true,15_4,5
FEC1662E2,20,4,80,75,false,22442c91-880f-4f48-a2e2-69c8ad3f7bc3,16_1,2,4,true,16_1,2
FEC1662E2,20,4,80,75,false,bba5f994-7034-473a-9548-3fb24cfcb3d3,16_2,3,3,true,16_2,5
FEC1662E2,20,4,80,75,false,887deafa-ca59-414e-9f9f-245f05c82a7c,16_3,3,4,true,16_3,3
FEC1662E2,20,4,80,75,false,3ae1766d-759c-48d3-8b65-a30361f42ab5,16_4,2,4,true,16_4,3
FEC1662E2,20,4,80,75,false,6badb006-9adb-48a3-a4b4-bbbfde7c2dee,17_1,1,3,false,,
FEC1662E2,20,4,80,75,false,6dae348e-a06b-4443-8399-13a15a329e19,17_2,3,3,true,16_2,4
FEC1662E2,20,4,80,75,false,df41ac41-cdcf-4c49-9418-96f34317c34c,17_3,3,3,true,17_3,2
FEC1662E2,20,4,80,75,false,709120e0-c040-47a0-9004-93f3c220b7b3,17_4,2,3,true,17_4,5
FEC1662E2,20,4,80,75,false,785e0a75-4f2a-47c4-b311-634e0077fb56,18_1,4,3,true,18_1,2
FEC1662E2,20,4,80,75,false,a4b03e13-7a02-447f-8f94-6ca4faa77046,18_2,4,2,false,,
FEC1662E2,20,4,80,75,false,898f28e6-4e30-4b62-ac29-4a33687b8189,18_3,2,2,true,18_3,2
FEC1662E2,20,4,80,75,false,641c09d2-0f4a-41f0-8dc3-bdb80de851d7,18_4,2,2,true,17_4,5
FEC1662E2,20,4,80,75,false,7d539cff-e16b-4bd0-94f8-42d54680056b,19_1,2,3,true,19_1,5
FEC1662E2,20,4,80,75,false,12d60b7f-04c2-40e8-92f8-bc5a678a0139,19_2,2,2,true,19_2,3
FEC1662E2,20,4,80,75,false,7c906cf7-d808-47d9-bcda-9cbe8278ce36,19_3,3,4,false,,
FEC1662E2,20,4,80,75,false,6b24a628-e3e4-4322-8a31-d83d0782968a,19_4,1,2,false,,
FEC1662E2,20,4,80,75,false,606cb72d-53b4-43d9-a683-5a5658693a1a,20_1,2,3,false,,
FEC1662E2,20,4,80,75,false,cac5efc3-7779-47e1-81e1-4645debaf5c2,20_2,2,4,true,20_2,5
FEC1662E2,20,4,80,75,false,53cf4ec4-5cde-4e0a-9e5a-b5f214d2a615,20_3,3,2,true,19_3,4
FEC1662E2,20,4,80,75,false,84046a5d-89fa-40af-919c-c6056ed3a407,20_4,4,2,true,20_4,5
F11EBF6A1,20,4,80,75,false,66dd532e-d8a1-46f4-b9e6-1c9914d5d3c6,1_1,4,3,true,2_1,2
F11EBF6A1,20,4,80,75,false,4b0ecaed-bc5a-4361-8934-5b816549be51,1_2,2,4,true,1_2,2
F11EBF6A1,20,4,80,75,false,1e49e27d-f9b8-4efa-89eb-9c9589ba7b21,1_3,1,3,true,1_3,4
F11EBF6A1,20,4,80,75,false,1b366c74-af76-4db6-b3fd-a905aa8bd315,1_4,1,2,false,,
F11EBF6A1,20,4,80,75,false,3c3b3d45-d4e0-4d14-b40d-081014a47431,2_1,2,3,true,2_1,2
F11EBF6A1,20,4,80,75,false,6ac5dd09-5829-426f-9fb8-d7d2ecfc8a7b,2_2,2,4,true,2_2,4
F11EBF6A1,20,4,80,75,false,006b33db-5f4c-4ee6-b90a-68a3dafe1026,2_3,1,4,true,2_3,3
F11EBF6A1,20,4,80,75,false,24c50f34-5520-4469-a1b7-cb2b40961f39,2_4,1,3,true,2_4,2
F11EBF6A1,20,4,80,75,false,020209ee-7a02-4e6a-930c-da3fa4dc6bc8,3_1,2,3,false,,
F11EBF6A1,20,4,80,75,false,a6f2959b-495b-4e4d-a702-2263bb211ab2,3_2,1,3,false,,
F11EBF6A1,20,4,80,75,false,5f8756b0-a952-4dcd-a42e-b1d7ab6f401a,3_3,3,4,true,3_3,2
F11EBF6A1,20,4,80,75,false,adb0c6ab-2934-418d-b440-ba7401938011,3_4,2,3,true,3_4,3
F11EBF6A1,20,4,80,75,false,86137666-cc56-475f-8a2a-56c06390a742,4_1,2,3,false,,
F11EBF6A1,20,4,80,75,false,5f0e7d29-0576-4a98-8e33-7e49f7e70355,4_2,4,2,false,,
F11EBF6A1,20,4,80,75,false,4d178e0a-9511-4299-b6bf-7398d8a1174a,4_3,3,2,true,4_3,2
F11EBF6A1,20,4,80,75,false,9245f6c2-41f8-4b3a-a393-b796c7439578,4_4,2,3,true,4_4,5
F11EBF6A1,20,4,80,75,false,f0dfe52d-90f0-47c6-bbe0-abcbb544d5b0,5_1,2,2,true,5_1,2
F11EBF6A1,20,4,80,75,false,e9f1e36f-9d13-4393-9f9f-a3713bff2331,5_2,4,2,true,5_2,4
F11EBF6A1,20,4,80,75,false,6a414d62-c3e4-4a1e-a2d1-7627ef0e6f04,5_3,2,2,true,5_3,5
F11EBF6A1,20,4,80,75,false,f8d57691-1081-45e8-a523-55f34a992f6b,5_4,2,3,false,,
F11EBF6A1,20,4,80,75,false,8976ca76-7df2-4f45-b4cf-2d798fd01bd3,6_1,2,2,true,6_1,5
F11EBF6A1,20,4,80,75,false,7df55fb0-07f0-4627-aebf-6e8c03c11a56,6_2,1,3,true,6_2,5
F11EBF6A1,20,4,80,75,false,a91b4cd7-f042-4ddb-9b8b-34c9a75a650d,6_3,1,4,true,5_3,5
F11EBF6A1,20,4,80,75,false,8bdc51e7-a56f-49d2-8338-6b82da2830b3,6_4,3,4,false,,
F11EBF6A1,20,4,80,75,false,7f23d0cc-322f-483e-90d0-3c9366b9d8c8,7_1,4,4,false,,
F11EBF6A1,20,4,80,75,false,1c671f9f-9c87-4236-9b2d-0479196da88d,7_2,2,2,true,7_2,2
F11EBF6A1,20,4,80,75,false,89eb7839-b24a-4165-a97f-939a8f402f28,7_3,2,2,true,7_3,5
F11EBF6A1,20,4,80,75,false,d531732b-20c1-415f-84e6-904be9597b8e,7_4,4,2,true,7_4,3
F11EBF6A1,20,4,80,75,false,af769505-5cc0-42e6-829b-111c1656e5d4,8_1,1,4,true,8_1,3
F11EBF6A1,20,4,80,75,false,e6e2bfae-445b-4f63-baf9-9730d7e7d5ce,8_2,4,2,true,8_2,2
F11EBF6A1,20,4,80,75,false,c355bbd5-3d3d-4b67-9ddb-6a1621aa4183,8_3,2,3,true,8_3,4
F11EBF6A1,20,4,80,75,false,a8482cbc-2db3-40cd-9470-6e240fb28173,8_4,1,3,true,8_4,2
F11EBF6A1,20,4,80,75,false,3823a4a8-73f0-471f-bd9e-ef7c88c5d3ab,9_1,2,4,true,9_1,3
F11EBF6A1,20,4,80,75,false,49642253-d3ea-4344-8796-ae731b5ad96a,9_2,1,3,false,,
F11EBF6A1,20,4,80,75,false,8859692d-7633-4ace-af10-2a4c949deb07,9_3,2,2,true,8_3,4
F11EBF6A1,20,4,80,75,false,cf184782-07f1-4938-bda1-7fedbb5f04eb,9_4,3,3,true,9_4,3
F11EBF6A1,20,4,80,75,false,cde0a9bf-d2fd-4992-aa92-d331967f6657,10_1,4,4,true,10_1,5
F11EBF6A1,20,4,80,75,false,8ae88ef0-f517-4e7b-a966-056717475139,10_2,2,2,true,10_2,5
F11EBF6A1,20,4,80,75,false,800fe006-fa07-4543-ab9c-340b9df6dfed,10_3,3,2,false,,
F11EBF6A1,20,4,80,75,false,ec38afb0-4aff-4c5c-b1d0-659cb4f331b6,10_4,4,4,true,10_4,3
F11EBF6A1,20,4,80,75,false,882da51c-97f6-4187-a64f-8dffd0a3b407,11_1,1,3,true,12_1,5
F11EBF6A1,20,4,80,75,false,dc208841-0418-4a58-bcbb-5edc2156fff8,11_2,1,2,false,,
F11EBF6A1,20,4,80,75,false,00924037-7f65-4a69-a20b-3618b8539d50,11_3,4,4,true,11_3,5
